,bank,card,act
1223,{'玉山': 1},{},{'國外': 1}
1224,"{'中國信託': 3, '中信': 1, '兆豐': 2, '玉山': 3}",{},"{'保費': 14, '國賓': 1, '旅遊': 1, '國外': 2}"
1225,{},{},{}
1226,"{'中國信託': 3, '玉山': 2}",{},"{'旅遊': 2, '國外': 6, '機場': 2, '加油': 1}"
1227,"{'中國信託': 6, '國泰世華': 3, '玉山': 3, '台新': 2, '兆豐': 3, '永豐': 3, '國泰': 3}",{},{}
1228,{},{},{'機票': 1}
1229,"{'中國信託': 3, '中信': 3}",{},{}
1230,"{'中國信託': 2, '永豐': 1, '中信': 2}",{},"{'旅遊': 4, '國外': 1, '旅行': 2, '機票': 2, '飯店': 1}"
1231,{},{},"{'旅遊': 2, '機場': 7, '機票': 4, '保險': 1, '海外': 1}"
1232,{},{},{'電影': 1}
1233,{},{},"{'機票': 5, '機場': 2, '旅遊': 2}"
1234,{'兆豐': 3},{},"{'出國': 1, '機場': 8, '機票': 2}"
1235,{'玉山': 12},{},{}
1236,{},{},"{'加油': 2, '威秀': 1, '海外': 4, '出國': 1, '旅遊': 1}"
1237,{},{},"{'加油': 1, '出國': 1}"
1238,{},{},{'旅遊': 1}
1239,{},{},"{'飯店': 4, '出國': 1, '旅行': 2, '旅遊': 2}"
1240,{'玉山': 19},{'ONLY': 10},"{'出國': 1, '旅行': 2, '旅遊': 2}"
1241,{'玉山': 22},{},"{'威秀': 1, '國賓': 2, '加油': 2}"
1242,{},{},"{'旅遊': 15, '海外': 8, '機場': 5, '保險': 2, '保費': 2, '國外': 5, '出國': 2, '旅行': 4, '飯店': 1}"
1243,{},{},{}
1244,{'台新': 2},{},"{'旅遊': 2, '機場': 1, '旅行': 2}"
1245,{},{},"{'飯店': 3, '機票': 2, '國外': 1, '旅行': 2}"
1246,{},{},{'飯店': 1}
1247,{'玉山': 7},{},"{'旅行': 2, '旅遊': 1}"
1248,{'台新': 2},{'flygo': 2},"{'機場': 2, '旅遊': 2, '保險': 1}"
1249,"{'中信': 1, '兆豐': 1, '玉山': 23}",{'Pi': 36},"{'國外': 1, '海外': 1, '旅行': 1}"
1250,{},{'only': 2},{'機票': 1}
1251,{},{},"{'保險': 1, '加油': 1, '旅遊': 1, '電影': 1}"
1252,{'玉山': 16},"{'UBEAR': 6, 'Ubear': 1}","{'國賓': 1, '加油': 4, '中油': 2, '機場': 1}"
1253,"{'台新': 5, 'Richart': 25, '中信': 1}",{},"{'海外': 4, '出國': 1, '旅遊': 1, '機票': 4, '國外': 1, '旅行': 1, '電影': 1}"
1254,{},{},{}
1255,{'玉山': 6},{'Pi': 4},"{'電影': 2, '國外': 1}"
1256,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},"{'出國': 1, '旅遊': 1, '電影': 1}"
1257,{'玉山': 17},"{'Only': 6, 'ONLY': 3, 'only': 2}","{'國外': 1, '旅遊': 6, '保費': 1, '海外': 2, '出國': 2, '機票': 1}"
1258,"{'中國信託': 3, '台新': 4, 'Richart': 1, '國泰世華': 1, 'KOKO': 1}",{},{'海外': 2}
1259,{'玉山': 6},"{'Pi': 2, 'ubear': 1}","{'機票': 1, '保費': 1, '電影': 1}"
1260,{'玉山': 1},{},{'電影': 1}
1261,{},{},"{'飯店': 3, '機票': 1, '旅遊': 3, '機場': 1}"
1262,{'玉山': 13},{},{'威秀': 1}
1263,{},{},"{'旅遊': 4, '飯店': 7, '國外': 1, '出國': 1, '旅行': 1}"
1264,"{'台新': 2, '玉山': 5}",{'gogo': 1},{}
1265,"{'richart': 5, '玉山': 7}",{},"{'加油': 4, '中油': 1, '電影': 1}"
1266,{},{},{'旅遊': 2}
1267,{},{},{}
1268,{},{},"{'旅行': 1, '旅遊': 2}"
1269,{'國泰世華': 9},{},"{'國外': 1, '海外': 3, '旅遊': 1, '機場': 1, '電影': 2}"
1270,{'玉山': 1},{'Ubear': 1},"{'威秀': 1, '國賓': 1}"
1271,"{'中國信託': 3, '中信': 4, '玉山': 1}",{},{}
1272,{'玉山': 4},"{'ONLY': 2, 'only': 1}",{}
1273,{},{},{}
1274,{},{},"{'機票': 1, '保險': 1, '國外': 3}"
1275,"{'國泰世華': 9, 'koko': 1, '國泰': 2}",{},"{'運動': 1, '保險': 1}"
1276,"{'玉山': 26, '台新': 5, 'Richart': 5}","{'Ubear': 12, 'Only': 1, 'Pi': 5, 'ubear': 1}",{}
1277,"{'玉山': 9, '台新': 1}",{},"{'威秀': 1, '國賓': 1}"
1278,"{'玉山': 18, '台新': 1, '兆豐': 1, '中信': 1}",{'Pi': 1},"{'機票': 6, '保費': 1, '旅平險': 1, '機場': 3, '國外': 1, '出國': 1, '旅行': 2, '旅遊': 2}"
1279,{},{},{}
1280,{},{},"{'機票': 1, '機場': 1, '旅遊': 1, '出國': 1, '保險': 1}"
1281,"{'KOKO': 11, '台新': 3, '國泰世華': 4, 'Richart': 4, '玉山': 5, 'richart': 1}","{'GOGO': 4, 'UBEAR': 6, 'ubear': 1}","{'威秀': 3, '電影': 2, '加油': 1, '國賓': 4, '運動': 1, '國外': 1, '旅遊': 1}"
1282,"{'國泰世華': 5, '國泰': 1}",{},"{'機票': 5, '出國': 1, '旅遊': 5, '海外': 2, '機場': 1, '飯店': 1}"
1283,{},{},"{'國外': 3, '出國': 3}"
1284,"{'玉山': 1, '國泰': 1}",{},{}
1285,{},{},"{'出國': 1, '旅遊': 1, '飯店': 1}"
1286,"{'國泰': 2, 'koko': 2, '台新': 1, 'Richart': 2}",{'GOGO': 1},"{'海外': 3, '機票': 1}"
1287,"{'玉山': 11, '台新': 5, 'Richart': 1, '永豐': 1, '中國信託': 1, '中信': 5, '國泰': 2, '兆豐': 3}","{'Pi': 2, 'Only': 1}","{'加油': 4, '海外': 8, '保險': 1, '機場': 5, '電影': 1, '機票': 6, '旅遊': 3, '飯店': 8, '國外': 2}"
1288,{},{},{}
1289,{'台新': 3},"{'Pi': 1, 'GOGO': 1}",{'國外': 1}
1290,"{'台新': 1, '玉山': 2, '永豐': 3}",{},"{'保費': 2, '旅遊': 2, '出國': 2}"
1291,{},{},"{'出國': 2, '國外': 2}"
1292,"{'中國信託': 1, '玉山': 1, '國泰': 1}",{},{}
1293,{},{},{'旅遊': 1}
1294,{},{},"{'旅遊': 4, '飯店': 22, '出國': 2}"
1295,"{'玉山': 12, '國泰': 1}","{'Pi': 11, 'Only': 11}",{}
1296,{},{},"{'運動': 1, '旅行': 6, '旅遊': 2, '電影': 1, '機票': 1}"
1297,{},{},"{'旅遊': 11, '機票': 19, '飯店': 12, '旅行': 1, '機場': 3, '海外': 1, '國外': 1}"
1298,{},{},{}
1299,"{'玉山': 5, '台新': 4, '國泰': 1, 'KOKO': 1, '兆豐': 2, '中國信託': 1, '永豐': 1}",{'Ubear': 2},{}
1300,{},{},"{'國外': 2, '旅遊': 1, '機場': 1, '旅行': 4, '機票': 1}"
1301,"{'永豐': 3, '玉山': 13, '國泰': 6, 'KOKO': 5, '台新': 2, '兆豐': 2, 'koko': 2}","{'Ubear': 6, 'GOGO': 1}","{'國外': 1, '電影': 3, '國賓': 1, '加油': 1, '海外': 1}"
1302,{},{},{}
1303,{},{},{'國外': 3}
1304,{},{},"{'旅遊': 5, '國外': 2, '海外': 5, '機場': 2, '出國': 1, '旅行': 1}"
1305,"{'永豐': 1, '國泰': 1, 'KOKO': 1, '台新': 1}",{},{}
1306,{'永豐': 2},{'大戶': 1},"{'國外': 2, '旅行': 1}"
1307,"{'國泰': 1, 'KOKO': 1}",{},{}
1308,"{'台新': 1, 'richart': 1, '永豐': 3, 'Richart': 1, '國泰': 2}",{'大戶': 2},"{'國外': 3, '旅遊': 2, '保費': 1, '海外': 1}"
1309,"{'國泰世華': 2, '國泰': 1}",{},{}
1310,"{'台新': 2, 'Richart': 2, '永豐': 4, '玉山': 1}","{'大戶': 9, 'Dawho': 10, 'linepay': 1}","{'出國': 1, '旅平險': 1, '機場': 1, '電影': 1}"
1311,{'玉山': 3},"{'ONLY': 2, 'only': 1}","{'健身房': 1, '運動': 6}"
1312,"{'KOKO': 3, '國泰': 1}",{},{'運動': 1}
1313,{},{},{'電影': 1}
1314,{},{},"{'運動': 1, '旅行': 3}"
1315,"{'玉山': 11, '永豐': 1, '國泰': 3, 'koko': 1, '國泰世華': 2, '台新': 1}","{'Only': 10, '大戶': 1, 'only': 1}","{'國外': 2, '保費': 1, '海外': 2, '機票': 3, '飯店': 1}"
1316,{'台新': 3},{},{'電影': 1}
1317,{},{},{'機場': 6}
1318,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{}
1319,{},{},"{'旅行': 8, '機場': 4, '飯店': 3, '機票': 1}"
1320,{'中信': 2},{},"{'機場': 1, '國外': 1}"
1321,{},{},"{'出國': 4, '海外': 5, '國外': 1, '旅行': 1}"
1322,{},{},"{'機票': 2, '出國': 2}"
1323,{},{},"{'旅行': 7, '機場': 2, '飯店': 1, '電影': 1, '機票': 1}"
1324,{},{},{'國外': 1}
1325,{},{},"{'旅行': 6, '飯店': 1, '機票': 2, '機場': 3}"
1326,{},{},"{'海外': 1, '飯店': 1}"
1327,"{'永豐': 2, '玉山': 12, '台新': 3, '兆豐': 1, '國泰世華': 1, 'KOKO': 1}","{'GOGO': 2, 'flygo': 1, 'Ubear': 5}","{'國外': 1, '電影': 3, '國賓': 2, '威秀': 1, '加油': 1, '海外': 1}"
1328,{},{},"{'機場': 10, '旅行': 7, '機票': 1, '電影': 1}"
1329,{'兆豐': 1},{},"{'飯店': 1, '國外': 3, '出國': 1, '旅遊': 6, '機場': 1}"
1330,{},{},"{'機票': 2, '旅行': 9}"
1331,"{'玉山': 12, '台新': 3, '永豐': 1}","{'Only': 12, 'PI卡': 1, '大戶': 1, 'only': 1}","{'旅遊': 5, '國外': 7, '出國': 1, '海外': 1, '威秀': 1, '機場': 1}"
1332,"{'國泰世華': 1, '國泰': 1, '中國信託': 2, '玉山': 2}",{'Only': 1},"{'海外': 7, '旅遊': 2, '機票': 4, '飯店': 7, '國外': 2, '機場': 4, '加油': 1}"
1333,{},{},{}
1334,{},{},"{'加油': 1, '旅行': 1, '旅遊': 2}"
1335,{},{},"{'機場': 3, '飯店': 1, '旅行': 5, '電影': 1}"
1336,{},{},{}
1337,{},{},{}
1338,{},{},{'旅遊': 2}
1339,{},{},{'旅遊': 2}
1340,{},{},"{'機票': 4, '出國': 1, '保費': 2, '旅遊': 1, '旅行': 1}"
1341,"{'國泰世華': 2, '中國信託': 1, '台新': 1, '玉山': 1, '永豐': 1}",{},{}
1342,{},{},{}
1343,"{'台新': 7, '中信': 5, '玉山': 9, '中國信託': 5, '兆豐': 1, '永豐': 4, '國泰世華': 2, '國泰': 5}",{},"{'旅行': 3, '運動': 1}"
1344,{},{},"{'加油': 4, '旅遊': 2}"
1345,{},{},"{'出國': 2, '海外': 1}"
1346,{},{},"{'機票': 3, '機場': 5, '飯店': 4, '出國': 3, '旅遊': 1}"
1347,{'玉山': 1},{},{'國外': 1}
1348,{},{},"{'電影': 14, '威秀': 2}"
1349,{'玉山': 16},"{'PI': 1, 'Only': 5, 'only': 5}","{'國外': 3, '出國': 1, '機票': 2}"
1350,{'中國信託': 1},{},{}
1351,"{'玉山': 10, '國泰': 1, 'KOKO': 1}",{'GOGO': 1},"{'電影': 3, '威秀': 1, '國賓': 2}"
1352,{'中國信託': 2},{},{}
1353,{},{},{}
1354,{},{},{}
1355,"{'台新': 4, '玉山': 4, '國泰世華': 2, '兆豐': 2, '中國信託': 3}",{},{'旅遊': 1}
1356,{'玉山': 2},{},{}
1357,{},{},"{'旅行': 5, '海外': 4, '機場': 2, '機票': 3}"
1358,"{'中信': 2, '玉山': 6}",{},{'保費': 1}
1359,{},{},"{'機票': 1, '旅行': 9}"
1360,{'玉山': 5},{},"{'電影': 3, '威秀': 1, '國賓': 2}"
1361,{},{},{'國外': 2}
1362,"{'玉山': 9, '國泰': 2, '兆豐': 2, '中信': 2}","{'only': 1, 'Pi': 3}","{'旅遊': 4, '海外': 1}"
1363,{'台新': 1},{'gogo': 1},{'國外': 1}
1364,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{}
1365,"{'中國信託': 2, '玉山': 2, '國泰世華': 2, '永豐': 3, '台新': 2}",{},"{'旅行': 21, '機票': 2, '出國': 2, '飯店': 1}"
1366,"{'玉山': 34, '永豐': 10, '國泰': 11, 'KOKO': 9, '台新': 2}","{'Pi': 13, '大戶': 2, 'Only': 1}","{'加油': 5, '保險': 3, '飯店': 10, '電影': 2, '國賓': 2, '威秀': 2, '健身房': 1, '機票': 7, '中油': 1, '旅遊': 2, '國外': 2, '海外': 3, '機場': 4}"
1367,{},{},"{'旅遊': 2, '旅行': 7, '機票': 2}"
1368,{},{},{}
1369,"{'KOKO': 5, '台新': 1, 'koko': 1, '國泰世華': 1}",{},{'運動': 1}
1370,{},{},"{'機票': 2, '旅行': 8, '機場': 1}"
1371,{},{},"{'海外': 16, '旅遊': 9, '國外': 5}"
1372,{},{},"{'旅行': 1, '國外': 1, '機票': 2, '旅遊': 1, '出國': 1}"
1373,{},{},"{'國外': 2, '海外': 2, '旅遊': 1, '出國': 2}"
1374,"{'玉山': 11, '國泰': 1}","{'Only': 1, 'only': 11}","{'保費': 2, '旅遊': 1, '出國': 1, '機票': 2}"
1375,{},{},"{'旅行': 7, '海外': 1, '機票': 1, '電影': 1}"
1376,{},{},"{'機場': 14, '旅遊': 1, '機票': 1}"
1377,"{'兆豐': 2, '國泰': 1}",{},"{'旅行': 1, '機票': 1}"
1378,{},{},"{'旅行': 2, '國外': 1, '電影': 1}"
1379,{'玉山': 4},{'Pi': 4},"{'海外': 1, '國外': 3, '機票': 1, '飯店': 1}"
1380,"{'永豐': 17, '台新': 7, 'Richart': 3}","{'大戶': 7, 'GOGO': 3, 'dawho': 1}","{'國外': 5, '旅遊': 8, '飯店': 1}"
1381,{},{},"{'機票': 2, '旅行': 8, '機場': 1}"
1382,"{'兆豐': 2, '玉山': 1, '台新': 3}","{'LINEPAY': 1, 'gogo': 1}",{}
1383,{},{},"{'旅行': 8, '電影': 1}"
1384,"{'台新': 5, '國泰': 2, 'richart': 1, 'Richart': 2}",{},{'國外': 3}
1385,{'國泰世華': 3},{},{}
1386,{'台新': 1},{},"{'機票': 1, '旅遊': 1, '旅行': 1, '飯店': 1}"
1387,{'玉山': 6},{'Pi': 2},{}
1388,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{}
1389,{},{},"{'旅行': 7, '旅遊': 1, '電影': 1, '機票': 1}"
1390,{},{},"{'保險': 1, '旅遊': 1}"
1391,{},{},"{'機票': 1, '飯店': 1, '旅遊': 1}"
1392,"{'國泰世華': 1, '中信': 1}",{},{}
1393,"{'Richart': 6, '台新': 2}",{'gogo': 1},{}
1394,{},{},{}
1395,{},{},"{'威秀': 2, '保費': 1, '海外': 1, '電影': 1}"
1396,{},{},"{'機場': 16, '機票': 1, '旅遊': 1}"
1397,{},{},"{'電影': 1, '海外': 2, '機票': 1}"
1398,{},{},"{'旅行': 1, '國外': 1, '機票': 2, '旅遊': 1, '出國': 1}"
1399,"{'國泰世華': 1, '國泰': 2}",{},{}
1400,{},{},"{'機票': 1, '旅行': 2}"
1401,"{'國泰世華': 7, '國泰': 13, 'KOKO': 15, '玉山': 1}",{},{}
1402,"{'Richart': 5, '台新': 1}",{},{}
1403,{},{},{}
1404,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{}
1405,{},{},{}
1406,{},{},{}
1407,{},{},{}
1408,{},{},"{'旅行': 12, '機票': 1}"
1409,{},{},"{'出國': 1, '國外': 4, '海外': 6, '旅遊': 4, '機場': 1, '威秀': 1}"
1410,{},{},{}
1411,{},{},{}
1412,{},{},{}
1413,{},{},{}
1414,"{'永豐': 2, '中國信託': 2, '台新': 2, '玉山': 2, '國泰世華': 2}",{},{}
1415,{},{},"{'機票': 2, '機場': 5, '旅行': 3, '旅遊': 1}"
1416,"{'玉山': 6, '兆豐': 5}","{'ubear': 2, 'UBEAR': 1}","{'機場': 1, '旅遊': 3}"
1417,{},{},"{'機票': 1, '機場': 6, '旅行': 3, '旅遊': 1}"
1418,"{'玉山': 2, '台新': 5, '國泰': 1, 'KOKO': 4, '中信': 1}","{'flygo': 1, 'Flygo': 1, 'LINEPAY': 2}","{'出國': 3, '機場': 2, '機票': 3, '國外': 1, '國賓': 2, '海外': 3, '保費': 1, '威秀': 1, '加油': 2}"
1419,"{'永豐': 2, '中信': 1, '國泰世華': 1, '國泰': 1, 'KOKO': 1, '台新': 1}",{},{}
1420,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},"{'運動': 2, '電影': 1}"
1421,{},{},"{'出國': 1, '國外': 1, '海外': 1, '旅平險': 1, '保險': 1}"
1422,"{'玉山': 1, '國泰世華': 1}",{},{}
1423,"{'中國信託': 1, '玉山': 5, '台新': 4, '永豐': 1, '中信': 2, '兆豐': 1}",{},{}
1424,{},{},{}
1425,"{'中國信託': 5, '中信': 1}",{},"{'機票': 1, '威秀': 1}"
1426,{},{},{}
1427,{},{},"{'加油': 2, '中油': 1}"
1428,"{'玉山': 1, '國泰': 1, 'KOKO': 1, '台新': 1}",{'Pi': 1},"{'出國': 1, '海外': 1}"
1429,{},{},{'旅行': 7}
1430,{},{},{}
1431,{},{},{}
1432,"{'Richart': 18, '台新': 7, 'richart': 10}",{'GOGO': 1},{}
1433,{},{},{'旅行': 8}
1434,{},{},{}
1435,{},{},{}
1436,{'玉山': 5},{},"{'國外': 4, '保險': 1, '電影': 1}"
1437,{},{},"{'機場': 2, '旅行': 1}"
1438,"{'中國信託': 2, '兆豐': 1}",{},{}
1439,{'玉山': 3},{},{'電影': 2}
1440,{},{},{'旅行': 6}
1441,{'玉山': 17},{'Pi': 2},"{'電影': 2, '威秀': 1, '國賓': 2, '加油': 2, '中油': 1}"
1442,{},{},"{'旅行': 10, '電影': 1, '機票': 1}"
1443,{},{},"{'海外': 5, '國外': 1}"
1444,"{'永豐': 1, '國泰': 1, '玉山': 1}",{},"{'保費': 8, '保險': 1}"
1445,"{'永豐': 1, '台新': 1, 'Richart': 3, '玉山': 2}","{'大戶': 1, 'PI': 4}",{'國外': 1}
1446,"{'台新': 2, '玉山': 4}",{},"{'威秀': 14, '電影': 2}"
1447,{},{},{'國外': 1}
1448,{},{},"{'機票': 1, '保險': 1}"
1449,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{}
1450,{},{},{'機場': 10}
1451,"{'台新': 1, 'Richart': 1}",{},{}
1452,{},{},"{'旅平險': 19, '旅遊': 1, '國外': 1, '海外': 1}"
1453,{'國泰': 1},{},{}
1454,{},{},{'飯店': 1}
1455,{},{},"{'出國': 14, '海外': 2, '機票': 2, '旅遊': 1, '國外': 1}"
1456,{},{},"{'海外': 2, '加油': 2, '國外': 3, '出國': 1, '旅遊': 1}"
1457,{},{},{'國外': 2}
1458,{},{},{'旅行': 5}
1459,{},{},{}
1460,{},{},{}
1461,"{'玉山': 6, '永豐': 3, '台新': 2}","{'ubear': 2, 'PI': 1, '大戶': 6, 'UBEAR': 1, 'PI卡': 1, 'GOGO': 1, 'gogo': 1, 'flygo': 1}","{'保費': 3, '國外': 4, '機票': 1, '海外': 1}"
1462,{},{},"{'加油': 2, '旅遊': 1}"
1463,"{'國泰': 1, '台新': 1}",{},"{'旅行': 4, '飯店': 5, '出國': 1, '保險': 1, '旅平險': 1, '海外': 1, '保費': 1, '旅遊': 2}"
1464,"{'richart': 1, 'Richart': 3, '台新': 1}",{},{}
1465,{},{},{'國外': 2}
1466,{},{},{}
1467,{},{},"{'旅行': 13, '保險': 2, '機場': 1, '旅遊': 1}"
1468,"{'國泰世華': 2, '中信': 4, '玉山': 3, '永豐': 2, '台新': 3, '中國信託': 1, '國泰': 2}",{},"{'機場': 3, '保險': 2, '機票': 1, '電影': 1, '海外': 1, '旅遊': 1}"
1469,{},{},{'海外': 2}
1470,{'台新': 1},{},{}
1471,{},{},{}
1472,"{'KOKO': 4, '台新': 2}",{'GOGO': 1},{}
1473,{},{},{}
1474,{},{},{}
1475,{},{},{}
1476,{},{},{}
1477,"{'台新': 1, '國泰': 1, 'KOKO': 1}",{'GOGO': 1},{}
1478,{},{},"{'機場': 18, '國外': 1, '海外': 1}"
1479,{},{},"{'機場': 24, '海外': 1, '出國': 1, '旅遊': 1, '國外': 1}"
1480,{},{},"{'旅行': 1, '國外': 1, '機票': 2, '旅遊': 1, '出國': 1}"
1481,{},{},"{'出國': 13, '國外': 3, '海外': 3, '旅遊': 1}"
1482,{'玉山': 2},{'Only': 1},"{'海外': 4, '國外': 3, '旅遊': 2, '機票': 5, '飯店': 8, '機場': 4, '加油': 1}"
1483,{},{},{}
1484,{'玉山': 1},{},"{'保費': 3, '旅遊': 6, '飯店': 1}"
1485,{},{},{}
1486,"{'Richart': 9, '台新': 2, 'richart': 1}",{'GOGO': 1},"{'出國': 3, '海外': 3, '國外': 2, '機票': 1, '旅遊': 3, '保險': 1, '機場': 2}"
1487,"{'國泰世華': 2, '台新': 2, '中國信託': 1, '玉山': 2, '永豐': 2}",{},{}
1488,{},{},{}
1489,{},{},{}
1490,{'永豐': 3},{'大戶': 1},{}
1491,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},"{'加油': 1, '運動': 1, '出國': 1}"
1492,{},{},"{'機票': 5, '保險': 4, '旅遊': 1, '旅平險': 1, '國外': 4}"
1493,{},{},{'運動': 3}
1494,{},{},{}
1495,{},{},{}
1496,{},{},"{'旅遊': 1, '旅行': 2}"
1497,"{'台新': 2, '國泰': 1, '中國信託': 2, '兆豐': 1}",{},{}
1498,{},{},"{'旅行': 5, '機票': 1, '電影': 1}"
1499,{},{},{}
1500,{'玉山': 11},{},"{'旅遊': 5, '國外': 8, '出國': 2, '海外': 1, '機場': 3}"
1501,"{'玉山': 21, '中信': 6}",{'Pi': 23},"{'海外': 1, '保險': 2, '機票': 2, '機場': 1, '國外': 1, '出國': 1, '旅行': 2, '旅遊': 2}"
1502,{},{},{}
1503,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{}
1504,"{'永豐': 2, '中國信託': 1, '台新': 2, '玉山': 1, '國泰世華': 2, '中信': 1}",{},{'保險': 1}
1505,{},{},{}
1506,"{'永豐': 5, '兆豐': 1}","{'LINEPAY': 11, 'linepay': 2}",{}
1507,{},{},"{'出國': 2, '機場': 12, '旅遊': 1, '保險': 1}"
1508,{'玉山': 1},{'PI': 5},{}
1509,"{'台新': 2, 'Richart': 1, '兆豐': 3}",{},{'保險': 1}
1510,{},{},"{'海外': 14, '加油': 2, '國外': 1}"
1511,{},{},"{'海外': 6, '旅行': 1}"
1512,{},{},{}
1513,"{'中國信託': 2, '兆豐': 1}",{},{}
1514,"{'玉山': 22, '台新': 3, '兆豐': 2, '國泰': 3, 'KOKO': 2, '國泰世華': 1, '中國信託': 2}","{'Only': 7, 'Pi': 2}","{'加油': 3, '機票': 5, '海外': 4, '旅遊': 2, '飯店': 7, '國外': 2, '機場': 4}"
1515,{},{'only': 1},{}
1516,"{'玉山': 6, '國泰世華': 1, 'koko': 1}",{},{}
1517,{},{},"{'國外': 16, '機票': 1, '海外': 3}"
1518,"{'兆豐': 1, '台新': 1}",{},{}
1519,"{'Richart': 8, 'richart': 3, '台新': 5}",{'Pi': 1},{'國外': 1}
1520,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},"{'運動': 4, '健身房': 1}"
1521,{},{},{}
1522,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{'電影': 1}
1523,{},{},{}
1524,{},{},"{'國外': 5, '機票': 2, '出國': 3, '飯店': 1, '旅行': 1}"
1525,"{'玉山': 18, '台新': 14, '國泰': 3, 'koko': 1, '中信': 3, '永豐': 4, 'KOKO': 1, '國泰世華': 1, '兆豐': 5}","{'Flygo': 1, 'gogo': 8, 'Pi': 2, 'GOGO': 2}","{'國外': 1, '加油': 1, '電影': 1, '威秀': 1, '國賓': 5}"
1526,{},{},{'旅行': 3}
1527,{},{},"{'跑步': 3, '運動': 1, '出國': 1}"
1528,{},{},"{'機票': 14, '旅平險': 3, '海外': 2, '保險': 4, '旅遊': 3, '出國': 1, '國外': 1}"
1529,{},{},"{'保險': 3, '保費': 1}"
1530,{'永豐': 3},{},{}
1531,{},{},{}
1532,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},"{'旅遊': 1, '電影': 4}"
1533,{},{},"{'機票': 9, '保險': 9, '出國': 1, '旅遊': 4}"
1534,{},{},"{'電影': 2, '運動': 1}"
1535,"{'國泰': 2, '台新': 1, '玉山': 1}",{},{'加油': 1}
1536,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{}
1537,{},{},{}
1538,{},{},"{'旅遊': 1, '海外': 4}"
1539,{},{},{'電影': 18}
1540,{},{},"{'海外': 12, '旅行': 1, '國外': 7, '機票': 2, '旅遊': 1, '出國': 1}"
1541,{'兆豐': 2},{},{}
1542,{'玉山': 3},{},"{'國外': 1, '保險': 1}"
1543,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{}
1544,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{'旅行': 1}
1545,{'玉山': 1},{},"{'機票': 1, '機場': 7, '出國': 1}"
1546,{'玉山': 2},{},{}
1547,{},{},"{'旅行': 1, '國外': 1, '機票': 2, '旅遊': 1, '出國': 1}"
1548,{},{},"{'出國': 3, '機票': 1}"
1549,{},{},"{'海外': 11, '旅行': 1, '國外': 3, '機票': 2, '旅遊': 1, '出國': 1}"
1550,{},{},{'飯店': 1}
1551,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},"{'旅遊': 1, '電影': 1}"
1552,"{'玉山': 13, '永豐': 1, '台新': 3, '兆豐': 2, '國泰': 7, 'KOKO': 2, '中信': 9, '中國信託': 1}","{'dawho': 1, 'Pi': 2, 'Only': 1}","{'出國': 11, '旅遊': 30, '機票': 17, '保險': 33, '旅行': 4, '加油': 3, '海外': 7, '旅平險': 6, '國外': 4, '機場': 8, '飯店': 10, '保費': 1}"
1553,"{'中信': 1, '中國信託': 2}",{},"{'加油': 2, '保費': 2, '機票': 2}"
1554,{},{},{}
1555,{},{},"{'旅遊': 9, '出國': 1, '國外': 4, '海外': 2}"
1556,{},{},"{'機場': 22, '海外': 1, '出國': 1, '旅遊': 1, '國外': 1}"
1557,"{'Richart': 4, '中信': 1, '玉山': 4}",{},"{'海外': 9, '出國': 6, '旅遊': 2, '國外': 7, '機票': 1, '威秀': 1, '保費': 2}"
1558,{},{},"{'保險': 3, '保費': 34}"
1559,{},{},"{'機場': 15, '出國': 14}"
1560,{},{},"{'電影': 1, '運動': 1, '國外': 1}"
1561,{},{},"{'運動': 3, '電影': 1}"
1562,{},{},{}
1563,"{'國泰': 1, '永豐': 2, '中國信託': 2, '台新': 2, '玉山': 2, '國泰世華': 2}",{},{}
1564,"{'中國信託': 36, '國泰': 2, '台新': 31, '中信': 1, '玉山': 34, '兆豐': 33, '國泰世華': 33, '永豐': 17}",{},{'出國': 1}
1565,{},{},{}
1566,{},{},{'海外': 2}
1567,{},{},"{'機場': 9, '機票': 4, '保險': 1, '旅遊': 4, '飯店': 1, '旅行': 2}"
1568,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{}
1569,{},{},{}
1570,{},{},{'海外': 1}
1571,{},{},{'保險': 2}
1572,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},{'海外': 1}
1573,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{},"{'旅行': 4, '電影': 7, '旅遊': 2}"
1574,{},{},{}
1575,"{'中國信託': 1, '國泰世華': 1, '台新': 1}",{'Only': 1},"{'電影': 2, '加油': 3}"
1576,{},{},{}
