,age,serveTime,ApplyCard,credLimit,Loan,SalPerY,holdCard,Caree
1797,,,[],,,,0,2
1798,20,36,"['國泰', 'KOKO']",,1,300000,0,1
1799,30,36,[],,0,750000,1,2
1800,25,1,[],,1,340000,1,2
1801,24,24,"['國泰', 'KOKO']",,1,360000,0,2
1802,26,15,['KOKO'],30000,0,300000,1,2
1803,26,15,[],,1,400000,0,2
1804,32,0,"['國泰', 'KOKO']",,0,1200000,1,2
1805,32,84,['KOKO'],150000,3,500000,1,2
1806,23,,"['國泰', 'KOKO']",50000,0,300000,1,1
1807,,,"['國泰', 'KOKO']",20000,0,,1,1
1808,,36,"['國泰', 'KOKO']",300000,0,,1,2
1809,,,[],,,,0,2
1810,28,12,"['國泰', 'KOKO']",,0,,1,2
1811,38,156,['KOKO'],300000,0,600000,1,2
1812,27,,"['國泰', 'KOKO']",,1,420000,0,2
1813,23,12,[],,0,700000,1,2
1814,26,16,[],150000,0,500000,1,2
1815,,60,[],150000,0,500000,1,2
1816,,48,"['KOKO', '台新', 'GoGo']",130000,0,,0,2
1817,,36,[],160000,0,650000,0,2
1818,,24,"['國泰', 'KOKO']",210000,0,450000,0,2
1819,,,"['國泰', 'KOKO']",,,1000000,1,2
1820,,48,"['國泰', 'KOKO']",80000,0,430000,1,2
1821,,84,"['國泰', 'KOKO']",500000,0,,0,3
1822,22,12,[],20000,0,150000,0,1
1823,,36,"['國泰', 'KOKO']",20000,0,96000,0,1
1824,22,0,"['國泰', 'KOKO']",30000,,120000,0,2
1825,,,[],,,,0,2
1826,22,24,[],,0,400000,1,4
1827,24,6,[],,0,1500000,1,2
1828,,96,"['國泰', 'KOKO']",,,550000,1,2
1829,,24,"['國泰', 'KOKO']",200000,0,600000,1,2
1830,34,84,"['國泰', 'KOKO']",200000,0,600000,0,2
1831,30,11,[],,0,600000,0,3
1832,22,,"['國泰', 'KOKO']",60000,1,300000,0,2
1833,25,0,"['國泰', 'KOKO']",60000,0,400000,0,3
1834,,12,"['國泰', 'KOKO']",200000,0,,0,2
1835,24,24,"['元大', '鑽金']",60000,0,,1,2
1836,26,3,"['國泰', 'KOKO']",,1,150000,0,3
1837,,24,"['國泰', 'KOKO']",20000,0,200000,1,2
1838,25,8,"['國泰', 'KOKO']",30000,0,300000,0,2
1839,31,72,"['國泰', 'KOKO']",270000,0,300000,1,2
1840,22,5,"['國泰', 'KOKO']",40000,0,400000,0,2
1841,28,72,[],200000,3,700000,1,3
1842,26,24,"['國泰', 'KOKO']",,0,,1,2
1843,,84,[],,0,1000000,1,3
1844,,10,[],100000,0,300000,1,2
1845,25,8,[],,0,300000,1,2
1846,,19,"['國泰', 'KOKO']",,0,400000,1,2
1847,23,0,[],,0,300000,1,2
1848,22,10,"['國泰', 'KOKO', '台新', 'GoGo']",110000,0,500000,1,2
1849,27,24,['國泰'],,0,600000,0,2
1850,25,24,"['國泰', 'KOKO']",,1,50,1,2
1851,36,84,"['國泰', 'KOKO']",200000,2,,1,2
1852,32,36,"['國泰', 'KOKO', '元大', '鑽金']",100000,0,400000,1,2
1853,24,13,"['國泰', 'KOKO', '華南']",60000,0,350000,0,2
1854,24,0,"['國泰', 'KOKO']",170000,0,650000,1,2
1855,40,60,[],329000,0,,0,2
1856,29,48,"['國泰', 'KOKO']",,0,600000,0,2
1857,28,12,[],,0,410000,0,3
1858,24,24,"['國泰', 'KOKO']",,0,400000,1,2
1859,24,24,['KOKO'],50000,0,400000,0,2
1860,33,48,"['國泰', 'KOKO']",,0,800000,1,2
1861,25,0,"['國泰', 'KOKO']",190000,0,400000,0,2
1862,,,[],,3,,0,2
1863,20,,"['國泰', 'KOKO']",20000,0,300000,0,1
1864,29,,[],,0,,1,2
1865,32,36,"['國泰', 'KOKO', 'KOKO']",80000,,600000,1,2
1866,22,12,[],20000,,200000,0,1
1867,23,,[],20000,0,,1,1
1868,34,4,"['國泰', 'KOKO']",400000,,5000000,0,2
1869,23,1,[],,0,650000,0,2
1870,31,0,"['國泰', 'KOKO']",,0,,0,2
1871,24,26,"['國泰', 'KOKO']",80000,,600000,0,2
1872,36,24,['KOKO'],60000,,40,0,2
1873,21,13,"['國泰', 'KOKO']",20000,1,300000,1,2
1874,23,2,[],,0,400000,1,3
1875,22,,"['國泰', 'KOKO']",,0,480000,1,1
1876,28,12,"['國泰', 'KOKO']",,3,800000,1,2
1877,28,29,"['國泰', 'KOKO', '華南']",100000,1,700000,0,2
1878,27,4,[],250000,3,,1,2
1879,31,60,"['國泰', 'KOKO', '台新', 'GoGo', '中信']",,0,600000,0,2
1880,40,12,"['國泰', 'KOKO', '台新', 'GoGo', '玉山', 'Pi', '中信']",,2,2500000,0,2
1881,34,108,"['國泰', 'KOKO']",300000,3,3000000,1,2
1882,23,12,[],,0,500000,1,2
1883,23,3,"['國泰', 'KOKO', '玉山', 'Pi', '兆豐', 'Gogoro聯名卡']",,0,360000,0,2
1884,30,36,"['國泰', 'KOKO']",150000,3,800000,1,2
1885,23,3,[],50000,,400000,0,2
1886,28,18,"['國泰', 'KOKO']",50000,1,400000,0,2
1887,,,"['國泰', 'KOKO']",300000,,,0,2
1888,,,['國泰'],,,,0,2
1889,24,1,"['國泰', 'KOKO']",60000,1,,0,2
1890,29,,"['國泰', 'KOKO']",,0,,1,2
1891,,,[],,,,0,2
1892,30,12,"['國泰', 'KOKO', '中信']",180000,0,800000,0,2
1893,22,24,"['國泰', 'KOKO', '台新', 'GoGo', '中信', 'LINEPay', '渣打', '現金回饋御璽卡']",30000,0,600000,0,2
1894,34,120,"['國泰', 'KOKO']",320000,,800000,0,3
1895,23,,[],,0,88000,1,1
1896,,,[],,,,0,2
1897,,,[],,0,,0,2
1898,28,36,[],,0,800000,1,2
1899,28,60,[],,3,1500000,1,3
1900,32,,[],500000,0,1500000,0,2
1901,,2,"['玉山', '國泰', '聯邦', '中信', 'LINEPay']",60000,0,,0,2
1902,,,[],,,,0,2
1903,25,0,['國泰'],280000,3,,1,2
1904,23,2,"['國泰', 'KOKO']",60000,0,600000,0,2
1905,,84,"['國泰', 'KOKO']",,,520000,1,2
1906,30,72,[],160000,0,,0,2
1907,28,24,[],60000,3,,0,2
1908,,120,['玉山'],,,,1,2
1909,,24,[],60000,3,,0,2
1910,22,0,['國泰'],20000,3,600000,1,3
1911,40,240,['國泰'],200000,2,300000,0,4
1912,,4,['國泰'],90000,0,,1,2
1913,37,120,['國泰'],,0,500000,1,3
1914,38,36,['國泰'],200000,0,670000,0,2
1915,20,16,['KOKO'],20000,0,,0,1
1916,32,24,[],320000,0,800000,0,3
1917,30,51,[],,2,600000,1,3
1918,35,36,"['國泰', 'KOKO']",,0,360000,1,2
1919,,13,"['國泰', 'KOKO']",220000,0,,1,3
1920,,6,"['國泰', 'KOKO']",90000,0,800000,1,2
1921,,24,"['國泰', 'KOKO']",140000,,550000,1,2
1922,27,12,[],60000,0,400000,0,2
1923,24,24,"['國泰', 'KOKO']",,1,400000,1,2
1924,35,48,[],,0,600000,1,3
1925,,,[],,,,0,2
1926,41,48,['國泰'],,0,,0,2
1927,32,84,['國泰'],370000,0,1000000,1,2
1928,,,[],,,,0,2
1929,,,[],,,,0,2
1930,27,9,[],100000,0,550000,1,2
1931,26,,"['國泰', '現金回饋御璽卡']",,0,,1,2
1932,27,53,[],,0,500000,1,2
1933,,,[],400000,,,0,2
1934,33,,"['國泰', '蝦皮購物聯名卡']",100000,,240000,0,2
1935,29,9,[],150000,2,,1,4
1936,25,36,['國泰'],330000,0,2000000,1,2
1937,,,['國泰'],,,,0,2
1938,28,48,[],,0,1500000,0,3
1939,,,[],,,,0,2
1940,29,36,[],,0,,1,2
1941,,,[],,,,0,2
1942,,,[],,,,0,2
1943,,,[],,,,0,2
1944,,,[],,,1200000,0,2
1945,23,24,['國泰'],60000,0,,1,2
1946,23,3,"['國泰', '玉山']",,0,600000,1,2
1947,34,,['數位生活卡'],,0,500000,0,3
1948,25,24,['國泰'],80000,,600000,0,2
1949,24,5,[],,1,700000,1,2
1950,,,[],,,,0,2
1951,,36,['KOKO'],140000,,450000,1,2
1952,,48,[],,1,300000,1,2
1953,26,24,"['國泰', '現金回饋御璽卡']",100000,0,,0,2
1954,25,24,"['國泰', '現金回饋御璽卡']",,1,,1,2
1955,20,1,"['國泰', '國泰']",,,,0,2
1956,,,[],,,,0,2
1957,26,46,[],,0,600000,1,2
1958,22,1,[],,3,500000,0,1
1959,,,[],,,,0,2
1960,32,84,[],,0,1400000,1,2
1961,24,6,"['國泰', '蝦皮購物聯名卡']",50000,,700000,0,2
1962,27,12,['蝦皮購物聯名卡'],200000,,1200000,0,2
1963,23,2,"['國泰', '蝦皮購物聯名卡']",60000,,520000,0,2
1964,23,2,"['國泰', '蝦皮購物聯名卡']",60000,,520000,0,2
1965,25,24,[],,0,336000,1,2
1966,,,[],,0,,0,2
1967,39,108,[],,0,1000000,0,2
1968,28,24,[],100000,1,400000,0,2
1969,23,12,[],120000,,600000,0,2
1970,27,58,[],,0,600000,1,2
1971,,,[],,,,0,2
1972,29,72,['國泰'],1100000,3,10000000,0,2
1973,32,84,['國泰'],,0,,0,2
1974,36,24,['國泰'],,0,3,1,2
1975,31,60,['國泰'],,0,,1,2
1976,27,12,['國泰'],,1,,1,2
1977,,,[],,,2000000,0,2
1978,27,27,['國泰'],270000,0,700000,1,2
1979,,,[],,,,0,2
1980,33,3,[],,0,600000,1,2
1981,30,4,['國泰'],350000,,1500000,0,2
1982,30,60,['國泰'],,0,,1,2
1983,25,24,[],300000,0,600000,1,2
1984,23,,"['中信', 'LINEPay']",145000,0,520000,0,2
1985,,,['土地'],,,1,1,2
1986,21,2,['土地'],20000,0,350000,1,2
1987,21,2,['土地'],20000,0,350000,1,2
1988,,,['土地'],,0,2500000,1,2
1989,28,48,['土地'],300000,3,1200000,0,2
1990,45,120,['土地'],350000,0,,1,2
1991,27,48,[],,0,900000,0,4
1992,28,24,[],1500000,3,600000,0,3
1993,,,[],,,,0,2
1994,,132,['土地'],300000,2,0,1,2
1995,31,24,['土地'],350000,3,800000,0,3
1996,35,24,[],,2,700000,1,3
1997,28,48,['土地'],200000,1,1100000,1,2
1998,23,12,[],,0,,0,2
1999,,,[],,,,0,2
2000,,,[],,,,0,2
2001,,,[],,,,0,2
2002,,,"['國泰', 'KOKO']",,,,0,2
2003,,12,"['國泰', 'KOKO']",100000,0,750000,1,2
2004,,24,"['渣打', '現金回饋御璽卡']",140000,0,500000,1,2
2005,29,4,[],,0,770000,1,2
2006,,,[],300005,,,0,2
2007,26,6,"['國泰', '渣打', '現金回饋御璽卡', '現金回饋御璽卡']",,0,450000,0,2
2008,27,4,['國泰'],60000,0,480000,0,2
2009,,48,[],,,,1,2
2010,28,14,"['中信', '國泰']",,0,,0,2
2011,28,6,"['渣打', '現金回饋御璽卡']",50000,0,450000,1,2
2012,27,9,['花旗'],81000,0,380000,0,3
2013,35,9,[],,3,450000,0,2
2014,,,[],,,,0,2
2015,28,72,[],,0,700000,0,2
2016,29,,"['星展', '炫晶御璽卡']",200000,,1500000,1,2
2017,25,2,[],,0,470000,0,2
2018,25,6,"['玉山', '台新']",50000,,510000,0,2
2019,28,36,[],,0,600000,1,2
2020,,2,[],,0,400000,1,2
2021,,,[],,,,0,2
2022,27,10,[],400000,0,,1,2
2023,29,13,[],,0,450000,1,2
2024,23,18,[],,1,,0,2
2025,27,24,"['兆豐', 'e秒刷鈦金卡']",,0,,1,2
2026,30,11,[],300000,0,480000,1,2
2027,37,132,[],,2,600000,1,2
2028,30,36,[],,,2000000,1,2
2029,28,48,[],,0,900000,0,4
2030,32,12,[],50000,3,670000,0,2
2031,23,36,[],,0,450000,1,2
2032,26,1,[],,,,0,4
2033,25,6,[],,1,300000,1,2
2034,33,60,[],350000,,1000000,1,2
2035,25,24,[],,0,600000,0,2
2036,23,12,['法拉利無限卡'],100000,0,,1,2
2037,22,,['玉山'],120000,0,420000,0,2
2038,23,,[],150000,0,430000,0,2
2039,22,39,"['dawho', 'KOKO']",100000,,400000,0,2
2040,,,[],,,,0,2
2041,,,[],,,,0,2
2042,29,24,"['永豐', 'dawho']",300000,1,1700000,1,4
2043,26,3,['dawho'],100000,,600000,0,4
2044,25,0,['國泰'],70000,0,700000,0,2
2045,25,0,['國泰'],70000,0,700000,0,2
2046,,,[],,,,0,2
2047,27,12,[],120000,0,550000,1,2
2048,,96,[],200000,,,1,2
2049,,,[],,,,0,2
2050,,,[],,,,0,2
2051,31,60,[],50000,0,550000,0,2
2052,27,24,[],50000,0,1000000,0,3
2053,,,[],,,,0,2
2054,27,24,[],50000,3,550000,1,2
2055,,,[],,,,0,2
2056,,,[],,,,0,2
2057,,,[],,,,0,2
2058,,,[],,,,0,2
2059,,,[],,,,0,2
2060,,60,[],,0,,0,2
2061,,,[],,0,,0,2
2062,25,7,[],,1,400000,0,2
2063,,96,['華南'],50000,0,,0,2
2064,35,10,"['中信', '新光']",,0,40,1,2
2065,21,12,['台新'],,0,,1,2
2066,21,36,[],,0,400000,1,1
2067,23,0,[],,0,,1,1
2068,21,12,['Ubear'],20000,,200000,0,1
2069,23,10,"['玉山', 'Pi']",,0,800000,1,2
2070,,0,[],20000,0,,1,1
2071,24,,"['元大', '鑽金']",,1,150000,0,1
2072,24,0,[],,0,200000,1,2
2073,20,11,[],,0,250000,0,1
2074,24,18,"['台新', 'GoGo']",20000,0,200000,0,2
2075,20,24,[],20000,0,150000,0,1
2076,25,24,"['台新', 'Flygo']",50000,0,360000,1,1
2077,24,12,"['台新', 'GoGo', '中信']",20000,0,100000,0,1
2078,22,15,['兆豐'],,0,150000,1,1
2079,22,,[],,0,100000,1,1
2080,20,9,['GoGo'],20000,0,200000,1,2
2081,21,3,[],20000,0,150000,0,1
2082,21,6,"['國泰', 'KOKO']",20000,0,180000,0,2
2083,22,36,"['國泰', 'KOKO']",20000,1,300000,1,2
2084,20,12,"['國泰', 'KOKO']",20000,0,150000,1,1
2085,24,24,"['國泰', 'KOKO']",20000,1,264000,0,1
2086,25,12,[],20000,,100000,0,1
2087,23,4,[],,,200000,0,1
2088,,,['國泰'],,,,0,1
2089,20,3,[],,1,190000,0,1
2090,23,17,['華南'],20000,1,140000,1,2
2091,23,,[],20000,,,0,1
2092,26,24,[],20000,0,150000,0,1
2093,27,12,[],,0,200000,1,1
2094,22,24,[],,0,270000,0,2
2095,20,24,"['中信', 'LINEPay']",20000,0,200000,0,1
2096,22,24,"['台新', 'GoGo', '玉山', 'Pi']",20000,0,200000,0,1
2097,21,,"['中信', 'LINEPay']",20000,,200000,0,1
2098,20,24,"['花旗', '饗樂卡']",20000,0,200000,0,1
2099,22,12,[],,0,270000,0,2
2100,21,12,"['玉山', 'Pi']",,0,200000,1,1
2101,24,0,['玉山'],20000,0,220000,1,2
2102,21,1,"['玉山', 'Pi']",20000,,300000,0,2
2103,24,,[],,,,0,1
2104,27,,[],,0,200000,1,2
2105,29,60,"['花旗', '現金回饋御璽卡']",,1,530000,1,1
2106,,,[],,,,0,2
2107,24,,"['台新', 'GoGo']",70000,,200000,0,1
2108,20,,"['台新', 'GoGo']",20000,0,240000,1,1
2109,21,12,"['台新', 'Flygo']",20000,0,250000,0,1
2110,21,,"['中信', 'LINEPay', '國泰', 'KOKO']",,0,,1,1
2111,,8,"['中信', 'LINEPay']",,,170000,1,2
2112,22,36,['玉山'],20000,0,550000,1,1
2113,,12,[],,0,150000,1,1
2114,22,,"['台新', 'GoGo']",,0,200000,1,1
2115,20,3,[],50000,1,,0,1
2116,21,5,[],,1,150000,0,1
2117,20,9,[],,0,190000,0,2
2118,23,46,[],,1,150000,0,2
2119,20,,['台新'],20000,0,100000,0,1
2120,20,11,[],,1,300000,0,2
2121,23,30,"['台新', 'GoGo']",,1,250000,0,2
2122,20,24,[],,0,180000,0,1
2123,21,6,"['台新', 'GoGo']",20000,3,200000,0,2
2124,23,22,"['台新', 'GoGo', '中信', 'LINEPay', '國泰', 'KOKO']",,0,150000,0,1
2125,21,10,[],,,270000,0,1
2126,,,"['國泰', 'KOKO']",20000,0,300000,0,1
2127,22,18,"['中信', 'LINEPay']",,0,120000,0,1
2128,24,,[],,0,200000,0,1
2129,23,,[],,0,150000,0,1
2130,20,24,[],,,,0,2
2131,21,5,"['中信', 'LINEPay']",,3,240000,0,1
2132,20,,[],20000,0,200000,0,2
2133,21,1,"['台新', 'GoGo']",20000,0,200000,0,1
2134,22,24,"['中信', 'LINEPay', '台新', 'GoGo']",,0,160000,0,1
2135,21,,[],,0,100000,1,1
2136,24,12,['華南'],60000,0,300000,0,1
2137,21,0,"['兆豐', 'e秒刷鈦金卡']",20000,0,170000,0,1
2138,,,['兆豐'],20000,0,120000,0,1
2139,22,,"['富邦', '數位生活卡']",20000,0,100000,0,1
2140,22,3,[],,1,300000,0,2
2141,20,12,"['台新', 'GoGo', '中信', 'LINEPay']",20000,0,250000,0,1
2142,21,12,[],,,350000,1,1
2143,23,11,"['台新', 'GoGo']",20000,0,260000,0,2
2144,22,12,"['台新', 'GoGo', 'Flygo']",30000,0,400000,1,2
2145,,3,"['台新', 'GoGo', '中信', 'LINEPay']",,0,200000,0,1
2146,,3,[],,0,400000,0,2
2147,24,,[],20000,1,150000,0,1
2148,23,,"['國泰', 'KOKO']",20000,1,390000,0,1
2149,22,12,"['國泰', 'KOKO']",50000,0,300000,0,1
2150,25,12,[],,0,100000,0,1
2151,24,9,[],,,,0,4
2152,20,,[],20000,0,150000,0,1
2153,22,12,[],,1,400000,0,1
2154,21,,[],20000,1,150000,0,1
2155,24,,[],20000,1,100000,0,1
2156,25,0,[],,0,,1,1
2157,21,5,"['玉山', 'Ubear', 'Only']",70000,,200000,0,1
2158,24,9,[],,0,300000,0,2
2159,23,3,"['花旗', '饗樂卡', '中信', 'LINEPay']",,,120000,0,1
2160,20,60,"['花旗', '饗樂卡']",20000,0,400000,1,1
2161,24,1,"['花旗', '饗樂卡', '國泰', 'KOKO']",,0,132000,0,1
2162,,,"['花旗', '饗樂卡', '中信', 'LINEPay']",20000,0,200000,0,1
2163,21,6,"['花旗', '饗樂卡']",20000,0,200000,0,1
2164,21,2,[],,0,400000,1,1
2165,22,15,"['花旗', '饗樂卡', '元大', '鑽金']",20000,0,200000,1,4
2166,21,3,"['花旗', '饗樂卡']",,0,150000,0,1
2167,22,24,[],,0,200000,0,2
2168,20,11,[],,0,250000,0,1
2169,21,8,[],,0,130000,1,1
2170,21,20,"['花旗', '饗樂卡']",,0,20,1,2
2171,,9,"['花旗', '饗樂卡']",20000,0,10000,1,1
2172,22,11,"['花旗', '饗樂卡']",20000,3,150000,0,1
2173,20,3,['華南'],20000,,120000,0,1
2174,21,9,[],20000,0,200000,0,1
2175,22,8,[],50000,1,360000,0,4
2176,22,3,"['台新', 'GoGo']",20000,0,130000,0,2
2177,22,0,['GoGo'],,0,300000,0,2
2178,,0,['KOKO'],20000,1,,1,1
2179,20,8,"['中信', 'LINEPay']",20000,0,240000,0,1
2180,21,,[],,0,170000,0,2
2181,,8,"['台新', 'GoGo', '中信', 'LINEPay']",20000,1,220000,0,1
2182,22,3,"['國泰', 'KOKO']",20000,1,150000,0,1
2183,,36,"['國泰', 'KOKO', '花旗', '饗樂卡', '中信', 'LINEPay', '台新', 'Richart']",60000,0,100000,0,1
2184,,12,"['花旗', '饗樂卡', '中信', '中信', '國泰', '國泰', 'KOKO']",20000,0,200000,0,1
2185,,18,[],20000,0,200000,1,1
2186,22,11,"['合作金庫', '哆啦A夢JCB聯名卡']",20000,,30000,0,1
2187,21,24,[],20000,0,400000,1,1
2188,21,24,"['台新', 'GoGo', 'Flygo']",20000,0,400000,1,1
2189,,48,['台新'],80000,0,400000,0,1
2190,20,,"['中信', 'LINEPay']",,0,,0,1
2191,25,36,"['玉山', '玉山']",30000,,180000,0,1
2192,20,,"['玉山', 'Pi']",20000,0,500000,0,1
2193,23,,"['台新', 'GoGo', '玉山', 'Pi']",,0,300000,1,1
2194,24,,"['玉山', 'Pi', '台新', 'Flygo']",150000,0,700000,1,1
2195,22,7,"['台新', 'GoGo']",20000,1,150000,0,1
2196,21,48,[],,3,,0,1
2197,22,36,[],20000,0,120000,0,1
2198,23,64,[],,,400000,1,1
2199,,36,[],50000,0,320000,1,2
2200,23,1,['GoGo'],120000,1,500000,1,2
2201,23,1,"['兆豐', 'e秒刷鈦金卡', '台新', 'GoGo']",70000,1,400000,0,2
2202,24,2,['國泰'],60000,0,500000,0,1
2203,23,6,[],,1,560000,0,4
2204,24,4,['玉山'],120000,1,400000,0,2
2205,23,12,"['台新', 'GoGo']",150000,1,430000,1,3
2206,,,[],30000,,,0,2
2207,23,6,"['中信', 'LINEPay']",,3,500000,0,2
2208,35,36,[],80000,0,500000,0,3
2209,20,24,"['台新', 'GoGo']",,3,300000,1,3
2210,23,12,[],,1,400000,0,2
2211,24,3,"['中信', 'LINEPay']",105000,1,400000,0,2
2212,23,0,"['中信', 'LINEPay', '花旗']",95000,1,330000,0,2
2213,23,3,"['中信', 'LINEPay', '匯豐']",,1,300000,0,2
2214,,4,"['兆豐', 'e秒刷鈦金卡']",150000,1,,0,2
2215,22,10,"['台新', 'GoGo']",50000,1,390000,0,4
2216,26,1,[],,0,400000,0,2
2217,25,2,[],,0,600000,0,2
2218,,36,[],50000,0,320000,0,2
2219,,,[],,,,0,2
2220,26,12,['花旗'],140000,1,500000,0,2
2221,24,3,['花旗'],140000,1,420000,0,2
2222,23,12,['花旗'],90000,1,450000,0,2
2223,22,3,"['花旗', '饗樂卡']",105000,0,300000,0,4
2224,,15,[],,0,400000,0,4
2225,22,10,['GoGo'],,0,500000,0,1
2226,23,12,"['台新', 'GoGo']",20000,1,300000,0,2
2227,23,12,"['台新', 'GoGo']",,0,400000,1,2
2228,,,[],,,,0,2
2229,23,24,['花旗'],,1,220000,0,2
2230,24,16,[],,1,430000,1,2
2231,,16,['花旗'],,1,600000,0,2
2232,21,,[],20000,3,130000,0,1
2233,,,[],,3,,0,2
2234,,,[],,3,,0,2
2235,31,,[],,0,550000,1,2
2236,24,12,[],,0,350000,1,2
2237,34,24,[],,0,330000,1,2
2238,,,[],,,,0,2
2239,20,24,"['玉山', '國泰']",,1,192000,0,2
2240,,,[],,,,0,2
2241,,,[],,,,0,2
2242,40,,[],,0,250000,1,2
2243,31,24,"['台新', 'Flygo', '富邦', 'omiyage']",132000,0,,1,2
2244,33,,"['中信', 'LINEPay']",85000,0,,0,2
2245,23,36,"['台新', 'Flygo']",60000,0,1200000,1,2
2246,25,1,"['富邦', '數位生活卡']",80000,1,550000,1,2
2247,27,25,"['富邦', 'Omiyage']",,0,390000,1,2
2248,35,12,[],,0,550000,1,2
2249,28,24,['富邦'],150000,1,600000,1,2
2250,,,[],,,,0,2
2251,29,60,"['富邦', '數位生活卡']",60000,2,800000,1,2
2252,31,93,"['富邦', '中信', '永豐', '台新']",180000,0,650000,1,2
2253,23,36,[],,,850000,0,3
2254,,15,[],,1,550000,1,2
2255,,,['富邦'],200000,3,,0,2
2256,23,8,['富邦'],100000,0,450000,0,3
2257,35,96,"['富邦', 'Omiyage']",150000,0,,1,2
2258,33,56,[],100000,,640000,0,2
2259,25,48,['富邦'],55000,0,500000,0,2
2260,31,24,['富邦'],150000,,450000,0,2
2261,28,70,[],,0,600000,1,2
2262,25,24,"['富邦', 'LINEPay']",,3,1,1,2
2263,28,67,[],,0,600000,1,2
2264,32,10,['omiyage'],60000,0,,0,2
2265,27,,[],,0,1800000,0,2
2266,,,[],,,,0,2
2267,26,,['富邦'],70000,0,600000,1,2
2268,32,12,['富邦'],150000,1,770000,0,2
2269,26,36,['富邦'],100000,,420000,0,2
2270,27,9,"['富邦', '永豐', 'dawho']",150000,,700000,0,2
2271,,,[],,,,0,2
2272,24,0,['富邦'],110000,0,360000,1,2
2273,,,[],,,,0,2
2274,,48,[],,0,,1,2
2275,34,72,"['富邦', '尊御世界卡']",,0,,1,2
2276,27,48,[],,0,900000,0,4
2277,26,24,['富邦悍將聯名卡'],,0,500000,0,2
2278,,,"['富邦', '富邦悍將聯名卡']",20000,0,,0,1
2279,24,2,['富邦悍將聯名卡'],50000,0,330000,1,4
2280,24,6,['富邦悍將聯名卡'],,0,500000,1,2
2281,,24,[],,0,300000,1,2
2282,56,,[],150000,0,250000,1,2
2283,33,,['富邦'],80000,2,450000,1,2
2284,,,[],,,,0,2
2285,27,24,['富邦'],,0,450000,1,4
2286,,,[],,,,0,2
2287,36,72,[],100000,,370000,0,2
2288,25,3,"['富邦', '數位生活卡', '中信', 'LINEPay']",,0,,1,2
2289,23,3,[],,1,500000,0,2
2290,,,[],,,,0,2
2291,,156,['中信'],120000,0,,0,2
2292,25,36,"['富邦', '數位生活卡', '玉山', 'Pi']",30000,,700000,1,2
2293,27,36,[],300000,0,650000,0,2
2294,,,[],,,,0,2
2295,,,[],,,,0,2
2296,24,48,[],,1,500000,0,2
2297,25,2,['富邦'],80000,0,,0,2
2298,,,[],,,,0,2
2299,33,72,"['KOKO', '富邦']",,0,400000,1,2
2300,,,[],,,,0,2
2301,27,2,['富邦'],500000,,1800000,0,2
2302,,,[],,,,0,2
2303,33,96,['花旗'],,2,,0,2
2304,,,[],,,,0,2
2305,24,8,['富邦'],,1,400000,1,2
2306,27,24,['富邦'],60000,0,400000,0,2
2307,23,0,"['中信', 'LINEPay']",30000,0,350000,0,3
2308,,,[],,,,0,2
2309,,,[],,,,0,2
2310,,,[],,,0,1,2
2311,,,[],600006,,,0,2
2312,,,[],,,,0,2
2313,,,[],,,,0,2
2314,22,3,['GoGo'],,0,300000,0,2
2315,28,23,"['台新', 'GoGo']",100000,0,500000,0,2
2316,24,1,['玉山'],70000,1,700000,0,2
2317,32,120,"['兆豐', 'e秒刷鈦金卡', '台新', 'GoGo']",60000,0,550000,0,2
2318,31,36,"['台新', 'Flygo', 'GoGo']",50000,0,380000,0,2
2319,22,4,"['台新', 'Flygo']",30000,0,500000,0,2
2320,23,2,"['台新', 'GoGo']",80000,0,600000,0,2
2321,,2,"['國泰', 'KOKO', '台新', 'GoGo', '中信', 'LINEPay']",100000,0,600000,0,2
2322,24,39,"['國泰', 'KOKO']",115000,0,400000,0,2
2323,25,,[],60000,,350000,0,2
2324,23,0,[],,0,600000,0,2
2325,23,12,['Ubear'],30000,,250000,0,2
2326,23,2,"['台新', 'GoGo', '玉山', 'Pi']",200000,0,780000,1,2
2327,28,2,"['中信', 'LINEPay']",180000,0,400000,0,2
2328,25,12,"['中信', 'LINEPay']",155000,0,,0,2
2329,30,3,"['中信', 'LINEPay', '台新', 'GoGo']",,0,700000,0,2
2330,20,,"['中信', 'LINEPay']",20000,0,,0,1
2331,25,12,"['中信', '酷玩卡']",,0,500000,0,2
2332,23,4,"['中信', 'LINEPay']",80000,0,400000,0,2
2333,26,12,"['中信', 'LINEPay', '台新', 'GoGo']",255000,0,,0,2
2334,25,12,[],150000,0,500000,0,2
2335,32,13,"['中信', 'LINEPay']",,0,300000,0,4
2336,25,2,"['中信', 'LINEPay']",100000,0,650000,0,2
2337,21,12,"['中信', 'LINEPay']",,0,240000,0,2
2338,,1,"['中信', 'LINEPay']",95000,0,400000,0,2
2339,26,1,"['中信', 'LINEPay']",80000,1,800000,0,2
2340,23,0,"['中信', 'LINEPay', '台新', 'GoGo']",,0,300000,0,2
2341,23,6,"['中信', 'LINEPay']",110000,0,400000,0,4
2342,,0,"['中信', 'LINEPay']",50000,0,600000,0,2
2343,23,50,"['中信', 'LINEPay']",,0,450000,1,2
2344,24,,[],,0,,0,2
2345,26,16,[],,0,70,0,3
2346,23,3,['LINEPay'],,0,470000,0,2
2347,20,12,"['中信', 'LINEPay']",,1,300000,0,2
2348,23,3,"['中信', 'LINEPay', '花旗', '饗樂卡']",20000,0,150000,1,1
